Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,Learner 6,Learner 7,Learner 8,Learner 9,Learner 10,counter
0.0691253492953149,0.0757510651981645,0.0702843349337803,0.0967154114847083,0.0965304891451313,0.0858218267764736,0.090811280748106,0.0917195347740619,0.0817925297339484,0.1016455039597658,0
0.0384546000216508,0.0394740155456246,0.0353674454336936,0.0453662921511374,0.0311951418260415,0.0090278520620516,0.0422653875776939,0.0298502902217399,0.0262533010870479,0.0282989659031517,0
0.0006326986352455,0.0801242208807443,0.0647914307855513,0.0217628994844433,0.0272520115768183,0.0026178158026268,0.0205711559223365,0.0554235617970396,0.0047919628042411,0.0170783697859026,0
0.0259145493124572,0.0239120223221879,0.0255618686830382,0.0313123236494293,0.0255663142486659,0.0230170959240352,0.02255776754855,0.0232646490517617,0.023664603574762,0.0287367887024328,0
0.0005110489485192,0.0029434362946649,0.0124059486054687,0.0127906790347953,-0.0040285057734403,0.1470686904065908,0.0207749116309708,0.0087981752069208,0.010307841073192,0.0236187226434927,1
0.0204461329823706,0.0240557779521796,0.0246029248148677,0.0299072531233977,0.0333373573375437,0.0190804606988588,0.0033880212032308,0.0208904003474054,0.0209604278727156,0.025189221734729,0
0.0288701330209934,0.0117054783917002,0.0098061264747665,0.0379692358871118,0.0064515775428867,0.0121933175901576,0.01935781067882,0.0110861006829484,0.0206393034774728,0.0132466227701905,0
0.0169218314385972,0.0133130274910034,0.0169300069012132,0.0167368412159005,0.0177270280785446,0.0140268314805613,0.0127858894478536,0.0163298207839727,0.0202766212222126,0.015655945534754,0
0.0034316899291962,0.0684954282013044,0.0140249780311141,0.0175109908084076,0.0017546135284109,0.0099703828938715,3.198074859007693e-05,0.0149722746746077,0.0053730530878354,0.0016159850485425,0
0.0158025375619895,0.0049415818226774,0.0093624508040473,0.0502858188450368,0.0003368495579747,0.0172902069019849,0.0061650843308273,0.0153734181123652,0.0021837631111592,0.0009706436910095,2
0.0047294678912598,0.0481778633409152,0.0132594015111593,0.0041705667205705,0.0062266418969778,0.00616935177817,0.0026317597898783,0.0103377138858402,0.0074446146719583,0.0004450004488674,1
0.0062562401969187,-0.0007180593337787,0.0092551034405639,0.0148262872127443,0.0003375794469268,0.0081459665472547,0.0061708147553855,0.0078241723187528,0.0102560956129354,0.0010327809985785,3
0.0036459167761811,0.0050682364414655,0.0052506665971208,0.0072263553567437,0.0077250924632541,0.0018102055279941,0.0085336204433543,0.004854242991826,0.0047699398484613,0.0086987506154797,0
-0.0029498254900615,0.0018709717320265,0.0257784510748789,0.011673411794308,0.0016873914941375,0.0025322250970959,-0.0033794439817062,0.0036165919892836,0.0064717757518586,0.002707320291301,2
0.0011847573719607,0.0080471285278256,0.0134735563729172,0.0010658234561587,0.0061558815556062,0.002835057448621,3.535621852346349e-05,0.0003005239276853,0.0120286659375616,-0.0009397837974324,1
0.0029242106577114,0.0009691588803793,0.002414241025618,0.00580963433822,0.0086663819014035,0.0064274246698378,0.0048330191619051,0.0045114059369104,0.0051437674322515,0.001218517116566,0
0.0026823029553558,0.0049047597923171,0.0020721939776748,0.0115390848899728,0.0042136866810526,0.0027336713779439,0.0048541641866052,0.0057674977326739,0.0010873216174791,0.000557467301161,1
-0.0050123655041336,0.0002489181933135,0.0025284021699082,0.0004341828765148,-0.0001831307814745,0.0056078097171806,-0.0005436489214837,0.002179928598797,0.028344395971764,-0.0027353907761215,4
0.0001484799566199,0.001748170972461,0.0015596717310425,0.0030118307125778,0.0050907447466344,0.0008832843329084,0.0025212540952006,0.0020918960753942,0.0019455458260027,0.0018321897318559,0
0.0030693863618775,0.0014968685826805,0.0011202110007099,0.0024840387268587,0.0004298452615089,0.0002312084593208,0.0008610295924272,0.0013511134886926,0.0029360107498387,0.0030543683243881,0
0.0013452456570292,0.0015937977992186,0.0012453892266665,0.0014310669845631,0.0020688232341325,0.0014064394135087,0.0021528203718196,0.0013005088872666,0.001217725594475,0.0019862372266672,0
-0.0017909942057268,0.0023156155830512,0.0013633472195904,0.0021397618927789,0.0021895592524129,0.0023263548348245,0.0014586770323249,0.0020618879358369,0.0008511767020544,0.0025017822013875,1
5.816795715183343e-05,0.001518337223449,0.0010258409866745,0.0006598362358134,0.0042551348307111,0.0015926670006664,0.000877264870759,0.0024839228333869,0.0016570723846696,-3.619876172644698e-05,1
-0.0094219083647429,-0.002975058451579,-0.0049470428384565,0.0015081009890232,0.0046407277109921,0.0013715063524536,0.0178301678029025,0.0053207896403733,0.0023415909370711,-0.0037384015475119,4
0.0055306230153246,-0.0057858336596668,-9.869142563661004e-05,0.0008800991246426,0.0053002534351042,-0.0022938413595955,2.664457210110882e-06,-0.0053239750836816,0.0010385606518346,0.011087789673759,4
1.4627247414233934e-05,0.0003749064109622,-0.0011348556130701,0.0065634394178366,-0.0009991864516344,0.0002910222183012,-0.0001225700211402,0.0002982652539138,0.0002114921276199,0.0003283204859027,4
-0.000152940043512,-0.0003080572497212,0.0007897226128681,-0.0003793115782038,-0.0005440010412868,0.0009052788365955,0.0003583242233819,0.0012622973400577,0.0003000544113985,-0.0005821740186382,5
0.0002397678533768,0.0001904374300435,-8.549049856727553e-05,-0.0001646299991038,0.0002212845687397,0.0005729609758551,3.595260114142018e-05,0.0001476640182143,-1.1236740548570268e-05,0.0004637654406762,6
0.0001503578860654,0.0001985667450191,-5.160667158450316e-05,-3.4398825150439016e-05,0.0006516888134498,0.0001517312461551,0.000292858584078,-8.876426620247901e-05,0.0002281307164525,-6.468685820981701e-05,4
-0.0001561838487346,0.0005879583278203,3.926928785848993e-05,0.0006239834544446,0.0004616590094962,-8.724793258549913e-05,-0.0003565184474952,-8.315459084695664e-05,1.4440458049880256e-05,0.0001239372576632,5
-1.7312868400654045e-05,-0.0001085006542784,-2.8149363754170764e-05,3.887097103438819e-06,0.0003758213951637,-0.0002250004664556,-4.516221462547154e-05,0.0001505658441092,-5.818122559742012e-05,0.0010333311612804,10
0.0003901580249185,-8.094324951701815e-06,-0.0003782025436839,0.0007735079156377,-0.0001547321619489,-0.0002565369598041,2.75812350448712e-05,0.000103696884918,-0.0004797868843229,0.000130126020007,7
-0.0001528370264439,3.2343094211917386e-05,-0.0003612636257374,-3.892195174226565e-06,0.0004450130745676,0.0002814394735613,0.0001303342154798,-0.0002514581083559,-0.000337800909426,-0.00059652332259,6
-0.0015351821272811,-0.001436083497132,0.0037466779596201,-0.00070874520443,-0.0030201441630289,-0.0006952240462709,0.0005428097543114,0.0011714525047549,-0.000757811296058,0.0013971672636462,6
-0.0007582385616184,-5.638965664855888e-05,4.617728144471478e-05,8.956251629239631e-05,0.0002740748960298,0.0005643236222911,-0.0006388450967557,-0.0003885891232025,-0.0001419543580953,-0.0003100967865989,7
-0.0001934718591417,0.0008538768754812,0.0002058040932117,-0.0041588688207114,0.0015945223196928,-0.0031684320911873,-0.0034608688018331,0.0008816052559232,-0.0002581105804964,-0.0005847735608538,6
